15,< 1,5,25,53,84
20,< 1,9,33,65,100
25,< 1,10,35,67,104
30,< 1,10,35,67,104
35,< 1,10,35,67,104
40,< 1,10,35,67,104
45,< 1,8,32,62,97
50,< 1,6,28,57,89
55,< 1,4,24,50,80
60,< 1,1,19,43,71
65,< 1,< 1,14,36,61
70,< 1,< 1,10,29,52
75,< 1,< 1,7,23,43
80,< 1,< 1,3,18,35
85,< 1,< 1,< 1,13,29
90,< 1,< 1,< 1,9,23
