15,< 1,6,32,67,108
20,< 1,10,41,81,128
25,< 1,10,42,84,132
30,< 1,10,42,84,132
35,< 1,10,42,84,132
40,< 1,10,42,84,132
45,< 1,9,39,78,124
50,< 1,7,35,72,115
55,< 1,5,30,64,104
60,< 1,1,25,56,92
65,< 1,< 1,19,48,81
70,< 1,< 1,14,40,69
75,< 1,< 1,10,32,59
80,< 1,< 1,7,26,49
85,< 1,< 1,3,20,41
90,< 1,< 1,< 1,15,34
