15,< 1,6,28,58,92
20,< 1,10,36,70,110
25,< 1,10,38,73,113
30,< 1,10,38,73,113
35,< 1,10,38,73,113
40,< 1,10,38,73,113
45,< 1,9,34,68,106
50,< 1,7,31,62,98
55,< 1,4,26,55,88
60,< 1,1,21,48,78
65,< 1,< 1,16,40,67
70,< 1,< 1,12,33,57
75,< 1,< 1,8,26,48
80,< 1,< 1,5,20,40
85,< 1,< 1,1,15,33
90,< 1,< 1,< 1,11,27
